song,artist,lyrics
bad, michael jackson, your butt is mine gonna tell you right just show your face in broad daylight i'm telling you on how i feel gonna hurt your mind don't shoot to kill shamone shamone lay it on me all right i'm giving you on count of three to show your stuff or let it be i'm telling you just watch your mouth i know your game what you're about  well they say the sky's the limit and to me that's really true but my friend you have seen nothing just wait til i get through  because i'm bad i'm bad (shamone really really bad) you know i'm bad i'm bad you know it (really really bad) you know i'm bad i'm bad (shamone) you know (really really bad) and the whole world has to answer right now just to tell you once again: who's bad?  the word is out you're doing wrong gonna lock you up before too long your lying eyes gonna tell you right so listen up don't make a fight your talk is cheap you're not a man you're throwing stones to hide your hands  well they say the sky's the limit and to me that's really true but my friend you have seen nothing just wait til i get through  because i'm bad i'm bad (shamone really really bad) you know i'm bad i'm bad you know it (really really bad) you know i'm bad i'm bad (shamone) you know (really really bad) and the whole world has to answer right now just to tell you once again: who's bad?  we can change the world tomorrow this could be a better place if you don't like what i'm saying then won't you slap my face?  because i'm bad i'm bad (shamone really really bad) you know i'm bad i'm bad you know it (really really bad) you know i'm bad i'm bad (shamone) you know (really really bad) and the whole world has to answer right now just to tell you once again: who's bad?
don't stop 'til you get enough, michael jackson, you know i was i was wondering you know if you could keep on because the force it’s got a lot of power and it make me feel like ah it make me feel like… oooh!  lovely is the feeling now fever temperatures rising now power is the force the vow (oh power) that makes it happen it asks no questions why (ooh) so get closer (closer now) to my body now just love me till you don't know how (ooh)  keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough  touch me and i feel on fire ain’t nothing like a love desire (ooh) i'm melting (i'm melting) like hot candle wax sensation (oh sensation) lovely where we're at so let love take us through the hours i won't be complaining (aah) cause this is love power (ooh)  keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough  heartbreak enemy despise eternal (oh eternal) love shines in my eyes (ooh) so let love take us through the hours (oh let love) i won't be complaining (no no) cause your love is alright alright (ooh)  keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop (don't stop baby) don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough (oh my baby) keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough  lovely is the feeling now i won't be complaining (ooh ooh) the force is love power  keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop (don't stop darling) don't stop 'til you get enough keep on with the force don't stop (don't baby) don't stop 'til you get enough keep on with the force don't stop (keep on) don't stop 'til you get enough keep on with the force don't stop (keep on darling) don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop (keep on darling) don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough ('til you get enough) keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop (yeah) don't stop 'til you get enough keep on with the force don't stop (yeah) don't stop 'til you get enough keep on with the force don't stop (keep on baby) don't stop 'til you get enough ('til you get enough) keep on with the force don't stop don't stop 'til you get enough (keep on darling) keep on with the force don't stop don't stop 'til you get enough keep on with the force don't stop don't stop 'til you get enough (keep on)
black or white, michael jackson, *loud music playing* *knock knock knock knock* dad: hey! kid: what? dad: turn that off! kid: dad this is the best part! dad: turn it off! kid: no! dad: it’s too late for this turn it off! kid: dad this is the best part come on! dad: no turn it off now! kid: no this is the i want to listen to it okay? dad: you’ve got things to do tomorrow (louder music dad becomes inaudible) (knock knock knock) kid takes tape out puts in new tape kid: yeah right. too late. sure. eat this  i took my baby on a saturday bang boy is that girl with you? yes we're one and the same now i believe in miracles and a miracle has happened tonight  but if you're thinking about my baby it don't matter if you're black or white  they print my message in the saturday sun i had to tell them i ain't second to none and i told 'em about equality and it's true either you're wrong or you're right  but if you're thinking about my baby it don't matter if you're black or white  i am tired of this devil i am tired of this stuff i am tired of this business so when the going gets rough i ain't scared of your brother i ain't scared of no sheets i ain't scared of nobody girl when the going gets mean  protection for gangs clubs and nations causing grief in human relations it's a turf war on a global scale i'd rather hear both sides of the tale see it's not about races just places faces where your blood comes from is where your space is i've seen the bright get duller i'm not going to spend my life being a color  don't tell me you agree with me when i saw you kicking dirt in my eye  but if you're thinking about my baby it don't matter if you're black or white but if you're thinking about my baby it don't matter if you're black or white i said if you're thinking of being my brother it don't matter if you're black or white  it's black it's white it's tough for you to get by it's black it's white it's tough for you to get by it's black it's white
heal the world, michael jackson, think about the generations and say that we want to make it a better place for our children and our children's children so that they know it's a better world for them and think if they can make the world a better place...  there's a place in your heart and i know that it is love and this place could be much brighter than tomorrow and if you really try you'll find there's no need to cry in this place you will feel there's no hurt or sorrow  there are ways to get there if you care enough for the living make a little space make a better place  heal the world make it a better place for you and for me and the entire human race there are people dying if you care enough for the living make a better place for you and for me  if you want to know why there's a love that cannot lie love is strong it only cares for joyful giving if we try we shall see in this bliss we cannot feel fear or dread we stop existing and start living  then it feels that always love is enough for us growing so make a better world to make a better world  heal the world make it a better place for you and for me and the entire human race there are people dying if you care enough for the living make a better place for you and for me  and the dream we were conceived in will reveal a joyful face and the world we once believed in will shine again in grace then why do we keep strangling life? would this earth crucify its soul? though it's plain to see this world is heavenly be god's glow  we could fly so high let our spirits never die in my heart i feel you are all my brothers create a world with no fear together we'll cry happy tears see the nations turn their swords into ploughshares  we could really get there if you cared enough for the living make a little space to make a better place  heal the world make it a better place for you and for me and the entire human race there are people dying if you care enough for the living make a better place for you and for me heal the world make it a better place for you and for me and the entire human race there are people dying if you care enough for the living make a better place for you and for me heal the world make it a better place for you and for me and the entire human race there are people dying if you care enough for the living make a better place for you and for me  there are people dying if you care enough for the living make a better place for you and for me there are people dying if you care enough for the living make a better place for you and for me you and for me heal the world we live in save it for our children
p.y.t. (pretty young thing), michael jackson, you know you you make me feel so good inside i always wanted a girl just like you such a p.y.t. pretty young thing ooh  where did you come from lady? and ooh won't you take me there right away won't you baby? tenderoni you've got to be spark my nature sugar fly with me don't you know now is the perfect time we can make it right hit the city lights then tonight ease the loving pain let me take you to the max  i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there girl ooh-oh i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there (anywhere you want to go) yes i will ooh  nothing can stop this burning desire to be with you got to get to you baby won't you come it's emergency cool my fire yearning honey come set me free don't you know now is the perfect time we can dim the lights just to make it right in the night hit the loving spot i'll give you all that i've got  i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there yes i will yes i will i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there yes i will hee-eh  pretty young thing uh! pretty young thing ha ha ha pretty young thing uh! pretty young thing ha ha ha pretty young things repeat after me sing na-na-na (na-na-na) na-na-na-na (na-na-na-na) sing na-na-na (na-na-na) na-na-na-na (na-na-na-na) i will take you there take you there  i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there take you there take you there i want to love you (p.y.t.) pretty young thing you need some loving (t.l.c.) tender love and care and i'll take you there take you there hoo-ooh  hoo-ooh! (i want to love you p.y.t. p.y.t.) oh baby (i want to give you t.l.c. t.l.c) oh baby hold on ooh-ooh i want to love you p.y.t. p.y.t i want to give you t.l.c. t.l.c you're such a p.y.t. to me pretty young thing oh baby oh baby hold on i want to love you p.y.t. p.y.t. (oh baby) i want to give you t.l.c. t.l.c (you can be ooh) i just wanna love you you know? ha-ha-ha i'll give u all that i got
rock with you, michael jackson, girl close your eyes let that rhythm get into you don't try to fight it there ain't nothin' that you can do relax your mind lay back and groove with mine you got to feel that heat and we can ride the boogie share that beat of love  i wanna rock with you (all night) dance you into day (sunlight) i wanna rock with you (all night) we're gonna rock the night away  out on the floor there ain't nobody there but us girl when you dance there's a magic that must be love just take it slow cause we got so far to go when you feel that heat and we're gonna ride the boogie share that beat of love  i wanna rock with you (all night) dance you into day (sunlight) i wanna rock with you (all night) we're gonna rock the night away  and when the groove is dead and gone (yeah) you know that love survives so we can rock forever on  i wanna rock with you i wanna groove with you i wanna rock with you i wanna groove with you  i wanna rock (all night) with you girl (sunlight) rock with you rock with you girl (yeah) (all night) dance the night away i wanna rock with you (yeah) (all night) rock you into day (sunlight) i wanna rock with you (all night) rock the night away  feel the heat feel the beat (all night) rock you into day (sunlight) i wanna rock (all night) rock the night away
earth song, michael jackson, what about sunrise? what about rain what about all the things that you said we were to gain? what about killing fields? is there a time? what about all the things that you said was yours and mine?  did you ever stop to notice all the blood we've shed before? did you ever stop to notice this crying earth these weeping shores?  ah ooh ah ooh  what have we done to the world? look what we've done what about all the peace that you pledge your only son? what about flowering fields? is there a time? what about all the dreams that you said was yours and mine?  did you ever stop to notice all the children dead from war? did you ever stop to notice this crying earth these weeping shores?  ah ooh ah ooh  i used to dream i used to glance beyond the stars now i don't know where we are although i know we've drifted far  ah ooh ah ooh ah ooh ah ooh  hey what about yesterday? (what about us?) what about the seas? (what about us?) the heavens are falling down (what about us?) i can't even breathe (what about us) what about everything (what about us?) i didn't do? (what about us?) what about nature's worth? (ooh) it's our planet's womb (what about us?) what about animals? (what about it?) turned kingdoms to dust (what about us?) what about elephants? (what about us?) have we lost their trust? (what about us?) what about crying whales (what about us?) ravaging the seas? (what about us?) what about forest trails? (ooh) burnt despite our pleas (what about us?) what about the holy land? (what about it?) torn apart by creed? (what about us?) what about the common man? (what about us?) can't we set him free? (what about us?) what about children dying? (what about us?) can't you hear them cry? (what about us?) where did we go wrong? (ooh) someone tell me why (what about us?) what about baby boy? (what about it?) what about the days? (what about us?) what about all their joy? (what about us?) what about the man? (what about us?) what about the crying man? (what about us?) what about abraham? (what about us?) what about death again? (ooh) do we give a damn?  ah ooh ah ooh
you are not alone, michael jackson, another day has gone i'm still all alone how could this be you're not here with me you never said goodbye someone tell me why did you have to go and leave my world so cold  every day i sit and ask myself how did love slip away something whispers in my ear and says  that you are not alone i am here with you though you're far away i am here to stay but you are not alone i am here with you though we're far apart you're always in my heart but you are not alone 'lone 'lone why 'lone  just the other night i thought i heard you cry asking me to come and hold you in my arms i can hear your prayers your burdens i will bear but first i need your hand then forever can begin  every day i sit and ask myself how did love slip away something whispers in my ear and says  that you are not alone i am here with you though you're far away i am here to stay but you are not alone i am here with you though we're far apart you're always in my heart but you are not alone 'lone 'lone why 'lone  whisper three words and i'll come running and girl you know that i'll be there i'll be there  that you are not alone i am here with you though you're far away i am here to stay but you are not alone i am here with you though we're far apart you're always in my heart but you are not alone 'lone 'lone why 'lone  for you are not alone not alone oh you are not alone you are not alone say it again you are not alone you are not alone not alone not alone if you just reach out for me girl in the morning in the evening not alone not alone you and me not alone oh together together not not being alone not not being alone
the way you make me feel, michael jackson, hee-hee! ooh! g'on girl! aaow! hee!  hey pretty baby with the high heels on you give me fever like i've never ever known you're just a product of loveliness i like the groove of your walk your talk your dress  i feel your fever from miles around i'll pick you up in my car and we'll paint the town just kiss me baby and tell me twice that you're the one for me  the way you make me feel (the way you make me feel) you really turn me on (you really turn me on) you knock me off of my feet (you knock me off of my feet) my lonely days are gone (my lonely days are gone)  i like the feeling you're giving me just hold me baby and i'm in ecstasy oh i'll be working from 9 to 5 to buy you things to keep you by my side  i've never felt so in love before just promise baby you'll love me forevermore i swear i'm keeping you satisfied cause you're the one for me  the way you make me feel (the way you make me feel) you really turn me on (you really turn me on) you knock me off of my feet (you knock me off of my feet) my lonely days are gone (my lonely days are gone)  acha-ooh! g'on girl! g'on! hee! hee! aaow! g'on girl!  i've never felt so in love before just promise baby you'll love me forevermore i swear i'm keeping you satisfied cause you're the one for me  the way you make me feel (the way you make me feel) you really turn me on (you really turn me on) you knock me off of my feet (you knock me off of my feet) my lonely days are gone (my lonely days are gone) the way you make me feel (the way you make me feel) you really turn me on (you really turn me on) you knock me off of my feet (you knock me off of my feet) my lonely days are gone (my lonely days are gone)  ain't nobody's business ain't nobody's business (the way you make me feel) ain't nobody's business ain't nobody's business but mine and my baby (you really turn me on) hee-hee! (you knock me off of my feet) hee-hee! ooh! (my lonely days are gone) give it to me give me some time (the way you make me feel) come on be my girl i wanna be with mine (you really turn me on) ain't nobody's business (you knock me off of my feet) ain't nobody's business but mine and my baby g'on girl! aaow! (my lonely days are gone)
remember the time, michael jackson, do you remember when we fell in love? we were young and innocent then do you remember how it all began? it just seemed like heaven so why did it end?  do you remember back in the fall? we'd be together all day long do you remember us holding hands? in each other's eyes we'd stare tell me  do you remember the time? when we fell in love do you remember the time? when we first met girl do you remember the time? (oh i) when we fell in love do you remember the time?  do you remember how we used to talk? you know we'd stay on the phone at night till dawn do you remember all the things we said? like i love you so i'll never let you go  do you remember back in the spring? every morning birds would sing do you remember those special times? they'll just go on and on in the back of my mind  do you remember the time? when we fell in love do you remember the time? when we first met girl do you remember the time? (oh i) when we fell in love do you remember the time?  those sweet memories will always be dear to me and girl no matter what was said i will never forget what we had now baby  do you remember the time? when we fell in love do you remember the time? when we first met girl do you remember the time? (oh i) when we fell in love do you remember the time? (remember my baby) do you remember the time? (cause i remember) when we fell in love do you remember the time? (all in my mind girl) do you remember the time? (oh i) when we fell in love do you remember the time? (remember my baby)  (remember the time) ooh! (remember the time) do you remember girl? (remember the time) on the phone you and me (remember the time) till dawn two or three what about us girl? (remember the time) do you do you do you? (remember the time) do you do you? in the park on the beach (remember the time) you and me in spain what about what about (remember the time) grrrrrat tat tat tat grrrrrat tat tat (remember the time) ooh! in the park (remember the time) after dark do you do you do you? (remember the time) do you do you do you did you? (remember the time) yeah yeah woo! (remember the time remember the time)
